worker_id,platform,city_tier,avg_monthly_income,income_stability,income_velocity,working_hours,order_completion,platform_rating,fuel_ratio,expense_ratio,savings_ratio,gig_tenure_months,failed_autopays,credit_score,recommended_loan,risk_category,default_probability
GIG-10188,Porter,Tier 3,24167.59,0.089,-14.2,52,0.802,4.63,0.243,0.562,0.119,57,0,543,48000,Very High Risk,0.4146
GIG-10189,Swiggy,Tier 2,34322.98,0.855,8.3,34,0.888,4.29,0.227,0.442,0.198,29,1,655,82000,Moderate Risk,0.0846
GIG-10190,Ola,Tier 3,18835.69,0.164,-3.51,30,0.96,4.5,0.371,0.644,0.02,47,0,536,37000,Very High Risk,0.5676
GIG-10191,Zepto,Tier 2,31789.06,0.818,12.44,54,0.888,3.74,0.145,0.308,0.48,28,1,703,82000,Moderate Risk,0.0793
GIG-10192,Ola,Tier 1,21762.75,0.129,9.33,43,0.829,3.82,0.408,0.547,0.02,44,0,533,43000,Very High Risk,0.5058
GIG-10193,Zomato,Tier 1,42967.72,0.769,-7.97,48,0.892,3.67,0.302,0.347,0.267,52,0,703,111000,Moderate Risk,0.1154
GIG-10194,Zepto,Tier 1,24217.19,0.154,-9.49,44,0.898,4.43,0.327,0.401,0.221,14,0,552,49000,High Risk,0.2571
GIG-10195,Porter,Tier 1,30976.84,0.971,3.13,31,0.96,4.81,0.26,0.33,0.321,38,1,688,78000,Moderate Risk,0.1321
GIG-10196,Ola,Tier 1,25794.38,0.641,7.11,42,0.989,4.33,0.216,0.388,0.311,32,0,695,66000,Moderate Risk,0.0655
GIG-10197,Uber,Tier 2,23162.04,0.024,14.68,51,0.882,3.51,0.361,0.609,0.02,45,0,518,44000,Very High Risk,0.6206
GIG-10198,Blinkit,Tier 2,39172.78,0.76,19.1,55,0.936,3.75,0.178,0.656,0.041,42,2,632,91000,High Risk,0.3017
GIG-10199,Zepto,Tier 3,41599.66,0.577,16.1,63,0.837,3.8,0.214,0.397,0.318,31,0,704,107000,Moderate Risk,0.1326
GIG-10200,Uber,Tier 3,17021.0,0.542,20.19,56,0.837,4.52,0.199,0.676,0.02,58,0,638,40000,High Risk,0.2039
GIG-10201,Porter,Tier 2,32777.83,0.887,11.18,50,0.94,3.78,0.147,0.58,0.186,19,0,719,86000,Moderate Risk,0.0625
GIG-10202,Ola,Tier 3,25338.9,0.458,2.37,51,0.989,4.72,0.373,0.4,0.119,20,0,614,57000,High Risk,0.169
GIG-10203,Porter,Tier 3,34054.31,0.798,-0.04,44,0.945,4.34,0.214,0.562,0.151,18,0,685,86000,Moderate Risk,0.1211
GIG-10204,Urban Company,Tier 2,38679.23,0.735,15.91,54,0.903,4.36,0.417,0.603,0.02,7,0,693,98000,Moderate Risk,0.0911
GIG-10205,Urban Company,Tier 1,31998.91,0.614,10.6,51,0.905,3.58,0.256,0.57,0.056,20,0,657,77000,Moderate Risk,0.1353
GIG-10206,Blinkit,Tier 2,28011.04,0.097,18.41,49,0.906,3.77,0.332,0.482,0.069,60,1,515,53000,Very High Risk,0.4177
GIG-10207,Swiggy,Tier 1,40433.28,0.907,35.62,47,0.838,4.86,0.295,0.537,0.083,12,0,752,111000,Low Risk,0.0113
GIG-10208,Ola,Tier 2,21540.52,0.55,11.23,43,0.935,3.92,0.361,0.699,0.02,47,1,566,45000,High Risk,0.2745
GIG-10209,Uber,Tier 3,27731.1,0.494,0.15,42,0.795,3.81,0.189,0.488,0.246,16,0,621,63000,High Risk,0.1835
GIG-10210,Swiggy,Tier 2,14382.29,0.498,-5.42,41,0.855,4.5,0.139,0.384,0.346,29,0,611,32000,High Risk,0.2185
GIG-10211,Blinkit,Tier 3,27748.49,0.125,7.82,46,0.81,4.42,0.202,0.495,0.245,32,0,643,65000,Moderate Risk,0.0845
GIG-10212,Zepto,Tier 1,18513.12,0.015,13.14,40,0.893,4.74,0.417,0.656,0.02,16,0,554,38000,High Risk,0.2479
GIG-10213,Zepto,Tier 2,27580.76,0.71,15.36,27,0.875,4.63,0.158,0.379,0.318,60,0,697,70000,Moderate Risk,0.1054
GIG-10214,Zomato,Tier 3,25190.43,0.718,-10.17,36,0.9,3.77,0.204,0.387,0.341,27,1,612,57000,High Risk,0.2071
GIG-10215,Porter,Tier 1,19161.1,0.51,16.95,56,0.947,3.76,0.322,0.388,0.218,25,1,585,41000,High Risk,0.1999
GIG-10216,Urban Company,Tier 2,30369.48,0.85,9.58,37,0.882,4.86,0.132,0.417,0.38,57,0,738,82000,Moderate Risk,0.1327
GIG-10217,Zepto,Tier 3,11000.0,0.056,-7.14,39,0.954,3.75,0.129,0.382,0.405,50,0,561,23000,High Risk,0.273
GIG-10218,Ola,Tier 2,28170.24,0.859,22.25,29,0.79,4.57,0.153,0.543,0.226,17,0,727,75000,Moderate Risk,0.0904
GIG-10219,Urban Company,Tier 2,24399.9,0.545,0.54,51,0.975,4.07,0.14,0.308,0.419,34,0,688,62000,Moderate Risk,0.122
GIG-10220,Zomato,Tier 2,22378.18,0.162,7.52,51,0.922,3.97,0.374,0.679,0.02,24,0,528,43000,Very High Risk,0.4543
GIG-10221,Zepto,Tier 3,35008.37,0.933,-7.79,28,0.852,4.74,0.401,0.374,0.138,13,2,598,77000,High Risk,0.1624
GIG-10222,Porter,Tier 1,19236.79,0.426,-24.91,65,0.938,4.62,0.293,0.662,0.02,42,1,498,35000,Very High Risk,0.3789
GIG-10223,Zomato,Tier 2,20408.67,0.694,10.94,36,0.819,4.01,0.249,0.632,0.057,40,0,628,47000,High Risk,0.2563
GIG-10224,Zomato,Tier 1,27498.68,0.192,24.87,46,0.97,4.01,0.34,0.563,0.02,44,1,535,54000,Very High Risk,0.5526
GIG-10225,Zepto,Tier 1,33859.94,0.694,10.06,33,0.805,4.95,0.184,0.327,0.38,58,0,765,95000,Low Risk,0.0113
GIG-10226,Porter,Tier 1,31386.74,0.842,-7.42,44,0.853,3.57,0.136,0.577,0.191,6,0,676,78000,Moderate Risk,0.1091
GIG-10227,Urban Company,Tier 2,31888.29,0.474,9.33,32,0.949,3.99,0.183,0.334,0.386,23,0,652,76000,Moderate Risk,0.1273
GIG-10228,Ola,Tier 2,23555.45,0.192,16.54,49,0.805,4.88,0.325,0.513,0.109,23,0,599,52000,High Risk,0.2315
GIG-10229,Blinkit,Tier 2,31628.07,0.362,9.99,35,0.909,4.89,0.319,0.331,0.265,20,0,652,76000,Moderate Risk,0.0923
GIG-10230,Zepto,Tier 2,31226.4,0.926,-2.09,34,0.922,4.47,0.141,0.458,0.333,56,0,696,80000,Moderate Risk,0.1262
GIG-10231,Swiggy,Tier 2,27252.91,0.268,15.18,62,0.981,3.83,0.386,0.674,0.02,4,0,585,58000,High Risk,0.276
GIG-10232,Zomato,Tier 2,39715.63,0.8,23.18,42,0.955,4.3,0.373,0.473,0.066,17,2,631,92000,High Risk,0.2002
GIG-10233,Swiggy,Tier 3,27547.29,0.491,-12.65,44,0.933,4.01,0.321,0.622,0.02,5,0,588,59000,High Risk,0.3067
GIG-10234,Zomato,Tier 1,28587.48,0.436,8.61,49,0.827,3.95,0.284,0.467,0.183,15,0,612,64000,High Risk,0.2336
GIG-10235,Zomato,Tier 3,31111.83,0.867,2.75,55,0.814,3.85,0.127,0.634,0.092,12,0,706,81000,Moderate Risk,0.0785
GIG-10236,Ola,Tier 1,23248.77,0.717,18.18,43,0.945,3.95,0.132,0.535,0.243,33,3,550,47000,High Risk,0.2588
GIG-10237,Swiggy,Tier 3,35612.4,0.67,12.8,44,0.955,4.69,0.187,0.39,0.291,16,2,618,81000,High Risk,0.1691
GIG-10238,Porter,Tier 3,12116.31,0.848,1.25,51,0.814,4.35,0.362,0.604,0.02,19,0,585,26000,High Risk,0.2036
GIG-10239,Blinkit,Tier 1,18765.1,0.043,-3.6,31,0.966,4.83,0.209,0.392,0.308,41,0,580,40000,High Risk,0.2845
GIG-10240,Swiggy,Tier 1,32132.14,0.921,1.69,59,0.837,3.62,0.418,0.362,0.071,22,3,516,61000,Very High Risk,0.6299
GIG-10241,Swiggy,Tier 3,35143.63,0.881,-13.26,29,0.849,4.34,0.375,0.381,0.101,4,0,639,82000,High Risk,0.3147
GIG-10242,Urban Company,Tier 3,39756.66,0.882,-1.77,50,0.802,3.69,0.414,0.57,0.02,46,0,665,97000,Moderate Risk,0.1141
GIG-10243,Zepto,Tier 2,41337.79,0.968,23.28,37,0.925,3.85,0.308,0.599,0.021,48,0,744,113000,Low Risk,0.0152
GIG-10244,Ola,Tier 1,36583.09,0.872,17.5,42,0.878,3.52,0.144,0.403,0.4,40,0,755,101000,Low Risk,0.0271
GIG-10245,Ola,Tier 1,17756.36,0.387,5.77,46,0.898,4.24,0.141,0.336,0.413,47,0,646,42000,Moderate Risk,0.1334
GIG-10246,Urban Company,Tier 3,19458.92,0.303,-13.58,46,0.922,4.51,0.404,0.418,0.128,41,0,556,40000,High Risk,0.1936
GIG-10247,Swiggy,Tier 3,37493.88,0.699,-7.46,36,0.8,4.73,0.396,0.56,0.02,53,0,648,89000,Moderate Risk,0.1183
GIG-10248,Zomato,Tier 2,24979.56,0.589,18.55,45,0.959,4.92,0.29,0.506,0.145,37,0,667,61000,Moderate Risk,0.0904
GIG-10249,Zepto,Tier 3,15508.05,0.667,-1.19,59,0.963,4.97,0.295,0.625,0.02,26,0,578,33000,High Risk,0.2305
GIG-10250,Swiggy,Tier 3,37647.65,0.78,-4.38,62,0.927,4.62,0.382,0.5,0.02,44,0,679,94000,Moderate Risk,0.0749
GIG-10251,Blinkit,Tier 1,44688.38,0.681,2.6,44,0.903,4.3,0.146,0.323,0.47,57,0,726,119000,Moderate Risk,0.1035
GIG-10252,Zepto,Tier 2,33258.92,0.593,-0.89,36,0.909,4.83,0.363,0.533,0.02,9,0,626,76000,High Risk,0.2782
GIG-10253,Zepto,Tier 2,17073.41,0.734,13.09,34,0.922,4.09,0.347,0.482,0.08,43,2,565,35000,High Risk,0.2002
GIG-10254,Porter,Tier 3,29744.2,0.278,3.34,32,0.918,4.98,0.256,0.442,0.212,12,0,627,68000,High Risk,0.3267
GIG-10255,Zepto,Tier 1,13648.86,0.058,-2.79,49,0.812,4.21,0.301,0.533,0.076,49,0,516,26000,Very High Risk,0.4031
GIG-10256,Urban Company,Tier 3,19058.0,0.135,16.91,26,0.949,4.3,0.144,0.526,0.189,54,0,605,42000,High Risk,0.2093
GIG-10257,Porter,Tier 2,27408.22,0.493,6.73,50,0.954,3.62,0.263,0.552,0.052,30,1,587,59000,High Risk,0.2054
GIG-10258,Urban Company,Tier 2,32476.62,0.576,-20.32,46,0.881,4.7,0.405,0.309,0.138,57,0,625,74000,High Risk,0.3129
GIG-10259,Ola,Tier 1,22600.53,0.524,20.29,53,0.86,3.82,0.253,0.319,0.296,20,1,615,51000,High Risk,0.2676
GIG-10260,Porter,Tier 1,37131.71,0.607,16.01,29,0.981,4.3,0.302,0.388,0.197,51,0,718,98000,Moderate Risk,0.0748
GIG-10261,Porter,Tier 3,29164.17,0.537,6.32,43,0.814,3.77,0.181,0.455,0.309,42,0,646,69000,Moderate Risk,0.1009
GIG-10262,Zepto,Tier 2,11000.0,0.32,-6.72,46,0.899,4.8,0.287,0.684,0.02,4,0,534,22000,Very High Risk,0.375
GIG-10263,Porter,Tier 2,29402.29,0.194,13.21,44,0.806,4.27,0.194,0.443,0.214,14,0,617,67000,High Risk,0.3398
GIG-10264,Porter,Tier 1,25329.77,0.118,18.86,18,0.785,4.0,0.173,0.339,0.342,25,0,613,57000,High Risk,0.2957
GIG-10265,Urban Company,Tier 2,20603.49,0.081,15.4,53,0.795,3.92,0.225,0.613,0.02,20,0,552,42000,High Risk,0.3249
GIG-10266,Urban Company,Tier 3,24031.58,0.442,4.39,39,0.933,4.12,0.294,0.633,0.02,3,1,567,50000,High Risk,0.1619
GIG-10267,Ola,Tier 1,21635.54,0.838,16.04,35,0.808,3.73,0.405,0.652,0.02,18,4,494,39000,Very High Risk,0.4308
GIG-10268,Zepto,Tier 2,38944.79,0.913,-5.51,33,0.879,4.32,0.291,0.384,0.201,38,0,712,102000,Moderate Risk,0.0884
GIG-10269,Ola,Tier 3,30646.81,0.767,22.79,51,0.883,3.7,0.198,0.468,0.224,33,0,728,82000,Moderate Risk,0.0831
GIG-10270,Porter,Tier 2,27986.11,0.265,6.23,36,0.911,4.31,0.242,0.509,0.109,53,0,599,61000,High Risk,0.1545
GIG-10271,Zomato,Tier 1,29832.6,0.397,8.92,48,0.9,3.77,0.201,0.379,0.345,21,0,650,71000,Moderate Risk,0.1044
GIG-10272,Ola,Tier 2,15552.24,0.66,-7.94,37,0.95,3.52,0.315,0.568,0.02,47,2,461,26000,Very High Risk,0.3668
GIG-10273,Ola,Tier 2,46429.11,0.475,6.99,35,0.965,3.57,0.189,0.659,0.076,45,0,674,115000,Moderate Risk,0.0711
GIG-10274,Blinkit,Tier 2,28001.49,0.467,-2.91,36,0.824,4.95,0.314,0.674,0.02,38,1,543,56000,Very High Risk,0.6204
GIG-10275,Blinkit,Tier 2,20113.57,0.267,21.22,25,0.87,4.45,0.344,0.393,0.172,50,0,610,45000,High Risk,0.1897
GIG-10276,Blinkit,Tier 2,28875.26,0.341,7.67,29,0.793,4.22,0.153,0.399,0.366,47,1,586,62000,High Risk,0.3251
GIG-10277,Porter,Tier 2,34262.99,0.785,9.23,46,0.85,4.24,0.314,0.504,0.12,22,0,694,87000,Moderate Risk,0.1242
GIG-10278,Urban Company,Tier 1,26968.81,0.346,10.9,53,0.808,4.54,0.343,0.571,0.02,10,1,554,55000,High Risk,0.1838
GIG-10279,Ola,Tier 2,28585.58,0.41,15.5,46,0.82,4.57,0.273,0.542,0.089,10,1,611,64000,High Risk,0.3159
GIG-10280,Uber,Tier 1,23255.42,0.289,15.57,48,0.804,4.1,0.386,0.319,0.149,16,0,609,52000,High Risk,0.2763
GIG-10281,Porter,Tier 2,20669.43,0.147,-2.3,49,0.858,4.03,0.223,0.508,0.175,49,1,512,39000,Very High Risk,0.5319
GIG-10282,Urban Company,Tier 1,18898.1,0.416,3.94,29,0.869,4.66,0.179,0.628,0.078,56,0,629,44000,High Risk,0.2416
GIG-10283,Ola,Tier 2,34864.11,0.499,-11.72,52,0.852,3.58,0.181,0.467,0.28,17,0,630,81000,High Risk,0.333
GIG-10284,Blinkit,Tier 1,31830.55,0.748,6.68,45,0.853,4.05,0.306,0.587,0.046,22,0,646,75000,Moderate Risk,0.1395
GIG-10285,Zomato,Tier 3,38022.74,0.405,-1.05,47,0.881,4.96,0.346,0.399,0.151,37,4,466,65000,Very High Risk,0.6516
GIG-10286,Uber,Tier 2,30307.29,0.57,-0.53,34,0.829,3.6,0.176,0.522,0.223,5,0,629,70000,High Risk,0.2254
GIG-10287,Zomato,Tier 3,11395.3,0.548,-5.59,49,0.806,4.44,0.157,0.328,0.374,21,0,613,26000,High Risk,0.3143
GIG-10288,Uber,Tier 3,21562.2,0.322,0.88,60,0.976,4.85,0.366,0.655,0.02,58,0,580,46000,High Risk,0.2078
GIG-10289,Porter,Tier 1,16891.66,0.087,-3.68,45,0.947,4.59,0.314,0.362,0.219,58,0,520,32000,Very High Risk,0.4883
GIG-10290,Zomato,Tier 3,23971.97,0.426,3.76,50,0.81,4.63,0.153,0.693,0.066,21,1,568,50000,High Risk,0.2185
GIG-10291,Porter,Tier 2,18590.61,0.43,13.62,42,0.846,4.44,0.227,0.359,0.304,31,1,586,40000,High Risk,0.2264
GIG-10292,Blinkit,Tier 1,25775.05,0.216,-8.72,35,0.953,3.8,0.261,0.62,0.051,6,0,569,54000,High Risk,0.3267
GIG-10293,Urban Company,Tier 2,38368.5,0.815,16.47,31,0.861,3.62,0.164,0.419,0.358,10,2,656,92000,Moderate Risk,0.0605
GIG-10294,Swiggy,Tier 2,19509.65,0.333,21.54,60,0.821,3.75,0.395,0.431,0.087,34,1,582,42000,High Risk,0.2178
GIG-10295,Swiggy,Tier 3,35600.13,0.791,-11.7,48,0.869,4.01,0.408,0.478,0.02,43,0,643,84000,Moderate Risk,0.1328
GIG-10296,Zomato,Tier 1,40106.69,0.87,-14.08,56,0.978,4.42,0.342,0.622,0.02,12,0,662,97000,Moderate Risk,0.0641
GIG-10297,Urban Company,Tier 1,41352.56,0.768,17.92,50,0.895,3.8,0.208,0.599,0.095,18,0,699,106000,Moderate Risk,0.1374
GIG-10298,Swiggy,Tier 3,20926.73,0.639,2.37,41,0.78,3.56,0.413,0.397,0.074,51,1,539,41000,Very High Risk,0.6076
GIG-10299,Zepto,Tier 3,29378.04,0.536,-13.6,53,0.916,3.6,0.389,0.348,0.18,41,1,529,57000,Very High Risk,0.521
GIG-10300,Ola,Tier 3,40044.36,0.549,10.38,49,0.818,4.14,0.17,0.583,0.143,27,0,671,99000,Moderate Risk,0.0633
GIG-10301,Porter,Tier 2,23108.92,0.807,10.89,44,0.931,4.88,0.278,0.404,0.263,22,0,694,59000,Moderate Risk,0.1026
GIG-10302,Zepto,Tier 2,22361.42,0.521,8.48,45,0.933,4.87,0.349,0.537,0.045,39,0,645,53000,Moderate Risk,0.0992
GIG-10303,Zomato,Tier 3,41124.92,0.406,-0.22,50,0.798,4.15,0.317,0.475,0.13,50,0,646,97000,Moderate Risk,0.1338
GIG-10304,Swiggy,Tier 1,26442.59,0.059,-15.78,41,0.973,3.52,0.286,0.596,0.02,43,0,506,49000,Very High Risk,0.5688
GIG-10305,Ola,Tier 2,31781.04,0.929,-2.15,38,0.886,4.64,0.139,0.531,0.268,45,0,738,86000,Moderate Risk,0.081
GIG-10306,Swiggy,Tier 1,26299.37,0.3,-13.52,52,0.846,3.66,0.23,0.34,0.303,18,3,471,45000,Very High Risk,0.457
GIG-10307,Uber,Tier 3,34417.03,0.343,-4.64,33,0.974,3.58,0.266,0.665,0.02,7,0,572,72000,High Risk,0.3204
GIG-10308,Uber,Tier 1,18158.89,0.209,3.96,48,0.907,3.62,0.325,0.673,0.02,29,0,559,37000,High Risk,0.2313
GIG-10309,Porter,Tier 3,31589.09,0.643,1.04,37,0.822,4.85,0.348,0.571,0.02,41,0,646,75000,Moderate Risk,0.0781
GIG-10310,Porter,Tier 2,40958.6,0.675,1.12,41,0.823,4.64,0.248,0.526,0.174,5,0,715,107000,Moderate Risk,0.1308
GIG-10311,Ola,Tier 2,26205.45,0.542,3.2,46,0.976,4.61,0.402,0.571,0.02,48,2,514,49000,Very High Risk,0.5983
GIG-10312,Urban Company,Tier 3,18250.28,0.585,-10.0,37,0.844,4.95,0.313,0.587,0.02,58,0,592,40000,High Risk,0.3239
GIG-10313,Porter,Tier 1,38852.67,0.845,-5.84,66,0.936,3.84,0.138,0.42,0.345,46,0,696,99000,Moderate Risk,0.0646
GIG-10314,Ola,Tier 2,14547.38,0.517,-3.81,62,0.927,4.11,0.271,0.303,0.307,53,0,605,32000,High Risk,0.3458
GIG-10315,Ola,Tier 2,24894.06,0.242,8.69,29,0.861,4.93,0.329,0.333,0.202,10,0,573,52000,High Risk,0.1638
GIG-10316,Ola,Tier 3,11000.0,0.526,0.23,26,0.879,4.77,0.211,0.377,0.349,12,0,628,25000,High Risk,0.306
GIG-10317,Urban Company,Tier 1,15657.57,0.296,3.25,44,0.818,4.82,0.258,0.584,0.02,7,0,574,33000,High Risk,0.1693
GIG-10318,Zomato,Tier 1,20222.78,0.626,8.59,31,0.786,4.66,0.123,0.605,0.133,53,0,681,50000,Moderate Risk,0.1028
GIG-10319,Urban Company,Tier 3,11000.0,0.335,12.35,18,0.839,4.92,0.163,0.532,0.227,50,0,617,25000,High Risk,0.231
GIG-10320,Urban Company,Tier 2,21649.71,0.344,-23.55,39,0.844,4.93,0.403,0.434,0.056,10,2,456,36000,Very High Risk,0.3621
GIG-10321,Porter,Tier 3,28363.93,0.537,-11.43,48,0.892,4.1,0.171,0.691,0.02,22,0,574,60000,High Risk,0.2706
GIG-10322,Zepto,Tier 2,29953.69,0.106,5.09,57,0.816,4.07,0.224,0.473,0.175,35,0,576,63000,High Risk,0.3088
GIG-10323,Porter,Tier 2,13264.82,0.659,-2.21,46,0.874,4.93,0.291,0.645,0.02,8,0,640,31000,Moderate Risk,0.1294
GIG-10324,Zomato,Tier 2,41052.57,0.798,-3.88,41,0.983,4.92,0.194,0.439,0.227,50,3,593,89000,High Risk,0.2387
GIG-10325,Blinkit,Tier 3,30327.18,0.326,-4.0,43,0.854,3.97,0.267,0.428,0.236,19,0,598,66000,High Risk,0.345
GIG-10326,Zomato,Tier 1,17432.6,0.03,14.73,47,0.793,4.38,0.342,0.384,0.14,17,0,546,35000,Very High Risk,0.6469
GIG-10327,Zomato,Tier 3,16127.55,0.434,-6.2,34,0.841,3.85,0.184,0.464,0.232,55,0,587,35000,High Risk,0.2233
GIG-10328,Urban Company,Tier 3,30349.19,0.822,12.32,33,0.886,4.65,0.377,0.638,0.02,5,0,669,74000,Moderate Risk,0.085
GIG-10329,Uber,Tier 2,29235.95,0.635,-4.16,37,0.95,3.93,0.254,0.591,0.036,36,3,503,54000,Very High Risk,0.4366
GIG-10330,Porter,Tier 2,36671.37,0.794,-1.46,42,0.85,4.36,0.387,0.528,0.02,14,0,640,86000,Moderate Risk,0.0641
GIG-10331,Zepto,Tier 3,27621.03,0.113,-8.44,42,0.808,4.87,0.38,0.583,0.02,55,1,480,49000,Very High Risk,0.6347
GIG-10332,Porter,Tier 1,24718.99,0.396,16.95,62,0.787,4.45,0.144,0.474,0.303,33,0,620,56000,High Risk,0.1767
GIG-10333,Blinkit,Tier 2,35955.58,0.778,15.54,47,0.962,4.73,0.308,0.33,0.301,24,0,722,95000,Moderate Risk,0.0806
GIG-10334,Blinkit,Tier 3,24750.06,0.254,10.85,38,0.935,3.91,0.312,0.436,0.102,9,0,591,54000,High Risk,0.2058
GIG-10335,Uber,Tier 2,36640.45,0.634,18.21,43,0.788,4.04,0.368,0.581,0.02,29,0,681,91000,Moderate Risk,0.0942
GIG-10336,Porter,Tier 2,34213.17,0.691,-14.5,44,0.88,4.03,0.325,0.565,0.02,45,0,627,79000,High Risk,0.2131
GIG-10337,Zepto,Tier 3,30802.96,0.48,7.65,27,0.796,4.49,0.366,0.398,0.144,5,1,562,63000,High Risk,0.3254
GIG-10338,Porter,Tier 1,30486.87,0.448,11.8,42,0.852,4.31,0.147,0.603,0.142,23,0,667,75000,Moderate Risk,0.0751
GIG-10339,Urban Company,Tier 2,37197.38,0.748,-0.93,33,0.905,3.91,0.128,0.594,0.165,10,0,664,91000,Moderate Risk,0.1193
GIG-10340,Zepto,Tier 3,19540.82,0.378,9.18,33,0.802,4.7,0.294,0.547,0.031,55,0,603,43000,High Risk,0.3169
GIG-10341,Zomato,Tier 3,24310.64,0.486,4.19,33,0.93,3.76,0.191,0.498,0.17,58,0,623,56000,High Risk,0.1788
GIG-10342,Porter,Tier 2,28031.04,0.586,-4.58,49,0.905,4.62,0.213,0.479,0.217,6,3,501,51000,Very High Risk,0.4594
GIG-10343,Ola,Tier 3,20329.77,0.125,3.13,51,0.815,4.93,0.256,0.678,0.02,26,0,563,42000,High Risk,0.1877
GIG-10344,Porter,Tier 3,23413.28,0.359,-4.13,33,0.8,3.75,0.397,0.629,0.02,31,0,565,49000,High Risk,0.2575
GIG-10345,Zomato,Tier 1,37441.03,0.7,3.89,50,0.922,4.95,0.416,0.575,0.02,20,1,616,85000,High Risk,0.1714
GIG-10346,Uber,Tier 2,29016.74,0.578,24.45,55,0.977,4.89,0.172,0.65,0.054,31,0,671,71000,Moderate Risk,0.0654
GIG-10347,Porter,Tier 1,31284.4,0.855,13.73,44,0.912,3.72,0.367,0.394,0.124,4,0,681,78000,Moderate Risk,0.1077
GIG-10348,Ola,Tier 3,26045.75,0.347,-7.29,45,0.947,3.7,0.413,0.686,0.02,13,0,568,54000,High Risk,0.17
GIG-10349,Urban Company,Tier 3,34471.35,0.721,-1.63,33,0.815,4.96,0.366,0.413,0.164,3,0,709,90000,Moderate Risk,0.0696
GIG-10350,Zepto,Tier 1,33804.23,0.776,16.93,37,0.856,4.44,0.141,0.445,0.311,17,4,562,70000,High Risk,0.2449
GIG-10351,Swiggy,Tier 2,25779.65,0.468,7.29,61,0.868,3.71,0.148,0.307,0.408,10,0,673,64000,Moderate Risk,0.0769
GIG-10352,Uber,Tier 2,20994.21,0.386,-0.12,33,0.889,3.51,0.247,0.587,0.072,48,0,604,46000,High Risk,0.1966
GIG-10353,Urban Company,Tier 3,30850.02,0.751,-8.16,29,0.962,4.49,0.254,0.495,0.181,48,0,657,74000,Moderate Risk,0.0887
GIG-10354,Urban Company,Tier 2,27943.01,0.311,6.29,62,0.903,4.23,0.178,0.486,0.261,56,2,531,54000,Very High Risk,0.474
GIG-10355,Porter,Tier 2,28364.51,0.673,6.25,47,0.874,4.65,0.186,0.366,0.357,18,2,596,62000,High Risk,0.2921
GIG-10356,Porter,Tier 3,32469.01,0.27,-11.31,32,0.931,4.65,0.322,0.546,0.02,12,0,589,70000,High Risk,0.2162
GIG-10357,Zepto,Tier 1,39768.28,0.779,-2.44,30,0.784,4.8,0.41,0.437,0.069,41,0,677,99000,Moderate Risk,0.1144
GIG-10358,Uber,Tier 1,25647.21,0.363,17.73,30,0.857,4.64,0.363,0.46,0.032,20,0,631,59000,High Risk,0.3044
GIG-10359,Zepto,Tier 2,35642.15,0.658,10.48,49,0.841,4.91,0.135,0.36,0.401,53,0,738,96000,Moderate Risk,0.1116
GIG-10360,Urban Company,Tier 1,28301.01,0.223,10.18,24,0.885,3.61,0.325,0.501,0.047,21,0,607,63000,High Risk,0.1799
GIG-10361,Urban Company,Tier 3,19631.03,0.652,8.58,37,0.912,3.87,0.361,0.627,0.02,40,0,613,44000,High Risk,0.241
GIG-10362,Porter,Tier 1,23567.41,0.598,5.98,50,0.807,4.57,0.15,0.549,0.215,31,1,608,53000,High Risk,0.1967
GIG-10363,Porter,Tier 2,17840.01,0.463,15.23,33,0.927,4.62,0.152,0.502,0.215,24,2,547,36000,Very High Risk,0.5346
GIG-10364,Zepto,Tier 2,28402.98,0.5,17.02,57,0.955,4.1,0.22,0.497,0.176,23,0,655,68000,Moderate Risk,0.1235
GIG-10365,Ola,Tier 3,11277.58,0.498,-0.21,49,0.896,4.03,0.254,0.686,0.02,18,0,537,22000,Very High Risk,0.4428
GIG-10366,Zepto,Tier 1,40660.44,0.492,0.81,31,0.936,3.58,0.376,0.379,0.108,57,0,637,95000,High Risk,0.2945
GIG-10367,Zepto,Tier 1,33020.85,0.715,-8.29,44,0.974,4.31,0.201,0.581,0.102,23,3,523,63000,Very High Risk,0.4501
GIG-10368,Porter,Tier 3,24973.18,0.332,11.2,36,0.84,4.06,0.347,0.516,0.079,54,0,589,54000,High Risk,0.1705
GIG-10369,Zepto,Tier 2,33484.72,0.748,19.04,39,0.888,4.22,0.308,0.678,0.02,45,0,692,85000,Moderate Risk,0.064
GIG-10370,Uber,Tier 2,22582.48,0.536,-3.26,31,0.883,4.1,0.416,0.322,0.198,5,0,598,50000,High Risk,0.2752
GIG-10371,Uber,Tier 3,52614.88,0.878,0.07,31,0.804,4.94,0.127,0.621,0.123,40,0,762,147000,Low Risk,0.0154
GIG-10372,Blinkit,Tier 1,31560.83,0.799,9.75,40,0.795,4.54,0.241,0.668,0.02,58,0,690,80000,Moderate Risk,0.1358
GIG-10373,Porter,Tier 1,21423.39,0.168,-1.57,28,0.942,4.69,0.166,0.447,0.3,36,0,577,45000,High Risk,0.3097
GIG-10374,Porter,Tier 1,20788.04,0.451,-3.24,58,0.971,4.32,0.172,0.451,0.243,49,0,587,45000,High Risk,0.2801
GIG-10375,Uber,Tier 2,41309.86,0.901,8.64,40,0.877,3.76,0.221,0.307,0.382,58,0,751,114000,Low Risk,0.0348
